name,rate,location,description
صَني سويتس إن,7.5,"هولهومالي
– اعرض على الخارطة",يقع Sunny Suites Inn in Hulhumale على بعد 600 م من منتزه فيري تيرمينال، ويضم حديقة. ويضم مكان الإقامة هذا صراف آلي، كما يوفر للضيوف مطعمًا.
راسدو أبارتمنت لودج,9.3,"جزيرة راسدو
– اعرض على الخارطة",يقع Rasdhoo Apartment Lodge في راسدو، ويضم منطقة شاطئ خاص وحديقة. ويوفر خدمة نقل مكوكية، كما يوفر للضيوف مطعمًا.
فيلات آداران بريستيج أوشن,9.0,"نورث ماليه آتول
– اعرض على الخارطة",تعتبر فيلات آداران بريستيج أوشن جنة مخبأة في جزيرة هودورانفوشي بالجزيرة المرجانية الشمالية ماليه أتول، كما تم بناؤها فوق المحيط الهندي، وتوفر جميع الفيلات الموجودة فوق المياه خدمة الواي فاي مجانًا...
فندق ريفيثي بيتش,8.0,"هولهومالي
– اعرض على الخارطة",يقع فندق ريفيتي بيتش البوتيكي على بعد 12 كم من مطار ماليه الدولي، ويضم مكتب استقبال مفتوح على مدار 24 ساعة لتوفير الراحة للضيوف، كما يوفر خدمة الواي فاي مجانًا في جميع المناطق.
ميلايدهو آيلاند المالديف,9.5,"با أتول
– اعرض على الخارطة",يعتبر ميلايدهو آيلاند المالديف منتجع بوتيكي فاخر حيث يقع في محمية اليونسكو للمحيط الحيوي، بالقرب من هانيفارو باي، كما تعتبر الشعاب المرجانية الخاصة بالمنتجع منطقة محمية وتعد موقع متميز للغطس والغوص،...
لودج فالي بيتش المالديف,9.1,"فيليدهو
– اعرض على الخارطة",يقع Vaali Beach Lodge Maldives على جزيرة Felidhoo الجميلة، أمام الشاطئ مباشرةً وعلى بُعد خطوات فقط من مناطق الغطس والغوص وصيد الأسماك. ويوفر بيت الضيافة إقامة مريحة.
آيلاند هوم أوكولهاس,9.3,"أوكولهاس
– اعرض على الخارطة",يواجه Island Home Ukulhas شاطئ البحر، ويوفر أماكن إقامة من فئة 3 نجوم في أوكولهاس، ويضم منطقة شاطئ خاص ودراجات مجانية وحديقة.
ذا أفينيو آند سبا,8.5,"هولهومالي
– اعرض على الخارطة",يقع The Avenue and Spa في هولهومالي، وعلى بعد 900 متر من مستشفى هولهومالي ومنتزه فيري تيرمينال، كما يمكن للضيوف الاستمتاع بالمطعم الموجود في الموقع.
فندق أوشن غراند آت هولهومالي,8.4,"هولهومالي
– اعرض على الخارطة",يقع فندق أوشن غراند على بعد 10 دقائق فقط بالسيارة من مطار ماليه الدولي، ويقدم مكان إقامة مريح ومكتب استقبال على مدار 24 ساعة لمساعدة الضيوف في كل ساعة، وتتوفر خدمة الواي فاي مجانًا في جميع أماكن...
آيربورت كمفورت إن بريميوم,8.0,"هولهومالي
– اعرض على الخارطة",يقع Airport Comfort Inn Premium في هولهومالي ويوفر تراس وإطلالات على البحر، ويمكن للضيوف الاستمتاع بالمطعم المتوفر في الموقع، وتتميز بعض الوحدات بمنطقة جلوس لراحة الضيوف، وتتوفر غلاية في الغرفة، وتضم...
فيلا نالا فيلي,9.1,"أوكولهاس
– اعرض على الخارطة",تقع فيلا Nala Veli في قلب نقطة الغوص في Maldives Manta Ray على بعد 10 دقائق بالقارب. ويضم مطعمًا يقدم مجموعة لذيذة من المأكولات المحلية والعالمية.
مالديفز سيشاين,8.5,"هورا
– اعرض على الخارطة",يعتبر Maldives Seashine بيت ضيافة مزود بغرفٍ عصرية ومكيفة توفر خدمة الواي مجانًا.
فندق أرينا بيتش,8.9,"مافوشي
– اعرض على الخارطة",يقع فندق أرينا الشاطئي على ساحل مافوشي، ويتميز بغرف عصرية وهادئة مع خدمة الواي فاي مجانًا في جميع مناطق الفندق بما في ذلك الغرف.
وان آند أونلي ريثي راه,9.4,"ريثي راه
– اعرض على الخارطة",يقع وان آند أونلي ريثي راه في جزيرة مالي أتول الشمالية في المالديف، ويطل هذا الملاذ الاستوائي الفاخر على المحيط الهندي، كما يضم مسبحًا لا متناهي ويوفر خدمة الواي فاي المجانية وشاطئ خاص هادئ.
بانيان تري فابينفارو,9.2,"نورث ماليه آتول
– اعرض على الخارطة",يقع بانيان تري فابينفارو بعيدًا عن الحياة الحضرية في جزيرة رائعة في شمال ماليه أتول، حيث تنتظركم عطلة فاخرة على الشاطئ، كما يبعد مسافة 25 دقيقة فقط بالقارب السريع من مطار ماليه الدولي، ويتميز بفيلات...
Acqua Blu Rasdhoo,9.1,"جزيرة راسدو
– اعرض على الخارطة",يقع Acqua Blu Rasdhoo في راسدو ويضم منطقة شاطئ خاص. ويوفر بيت الضيافة ذو الـ 3 نجوم دراجات مجانية وغرف مكيفة مع حمام خاص. وتتوفر خدمة الواي فاي المجانية ومكتب استقبال يعمل على مدار الساعة.
آداران سيليكت هودورانفوشي,8.9,"نورث ماليه آتول
– اعرض على الخارطة",يوفر آداران سيليكت هودورانفوشي تجربة قضاء عطلة مع الاستمتاع بأشعة الشمس والبحر على جزيرة لهوهيفوشي بالمالديف، ويضم مكان الإقامة من بين مرافقه مسبح خارجي وملعب تنس.
كريستال كراون,8.1,"هولهومالي
– اعرض على الخارطة",يقع Crystal Crown في هولهومالي على بعد 600 م من منتزه فيري تيرمينال ويوفر مكان إقامة مع منطقة شاطئ خاص، يضم مكان الإقامة حديقة وتراس بالإضافة إلى صالة مشتركة.
فندق دجيغالي مالديف,9.2,"را أتول
– اعرض على الخارطة",يقع فندق دجيغالي مالديف خلف البحيرات الشاطئية ويحيط به حواجز كبيرة من الشعاب المرجانية وعلى بعد 45 دقيقة بالطائرة المائية من مطار ماليه، ويمكن للضيوف الاستمتاع بتناول وجبة طعام في أحد أماكن تناول...
بيتش ريزيدنس,8.3,"أوكولهاس
– اعرض على الخارطة",يوفر بيتش ريزيدنس مكان إقامة في أوكولهاس، ويتميز بخدمة الواي فاي مجاناً ومطعم ومرافق للشواء، فيما يمكن للضيوف الاستمتاع بالمطعم المتوفر في الموقع، في حين تتوفر مواقف سيارات خاصة في الموقع مجاناً.
فيلات أداران بريستيج ووتر - بريميوم شاملة كليًا,9.2,"را أتول
– اعرض على الخارطة",يقع Adaaran Prestige Water Villas في جزيرة ميدوبارو الحصرية في منطقة را أتول في جزر المالديف، كما يتميز المنتجع بمسبح خارجي وأحواض سبا خاصة وخدمة الطاهي والخادم الشخصي.
نوفيلو سويتس المالديف,9.6,"Mahibadhoo
– اعرض على الخارطة",يقع Noovilu Suites Maldives في ماهيبادهو، ويتميز بمرافق للشواء وتراس وصالة مشتركة. ويضم مكان الإقامة هذا صراف آلي، كما يوفر للضيوف مطعمًا. وتتوفر خدمة الواي فاي المجانية.
إتش 78,8.3,"هولهومالي
– اعرض على الخارطة",يقع إتش 78 على بعد 3 كم فقط من مطار ماليه الدولي، ويوفر مكتب استقبال يعمل على مدار 24 ساعة لراحة الضيوف، كما تتوفر خدمة الواي فاي مجاناً في الغرف، بالإضافة لخدمة نقل المطار مقابل تكاليف إضافية.
أثيري إن,8.8,"أوكولهاس
– اعرض على الخارطة",يقع أثيري إن في وسط منطقة مانتا بوينت للغوص، ويتميز بشاطئ خاص. ويتمتع الضيوف بالعديد من الأنشطة والرحلات التي يوفرها مكان الإقامة.
