name,rate,location,description
Hotel Catedral La Paz,9.4,"لاباز
– اعرض على الخارطة","Offering an outdoor pool and views of the city, Hotel Catedral La Paz is located in La Paz. The hotel has a year-round outdoor pool and sun terrace, and guests can enjoy a drink at the bar."
Nomads Hostel & Bar Cancún,9.2,"وسط مدينة كانكون, كانكون
– اعرض على الخارطة",يقع Mayan Monkey Cancún Hostel في كانكون على بعد 300 م من محطة كانكون للحافلات، ويضم مسبحًا في الهواء الطلق. تشمل المرافق المختلفة في مكان الإقامة حديقة وتراس وبار.
Las Brisas Ixtapa,8.6,"اكستابا
– اعرض على الخارطة","Located in Ixtapa, 4.4 km from Zihuatanejo, Las Brisas Ixtapa features air-conditioned rooms and free private parking."
Casa Blanca,9.1,"Playacar Fase I, بلايا ديل كارمن
– اعرض على الخارطة",يقع مكان الإقامة داخل حي Playacar السكني المرموق، على بعد 50 م فقط من شاطئ البحر وعلى بعد 7 دقائق سيراً على الأقدام من مرسى بلايا ديل كارمن للعبارات. تتميز الشقق بأرضيات من البلاط.
Holiday Inn Express & Suites - Playa del Carmen,9.2,"Centro, بلايا ديل كارمن
– اعرض على الخارطة","Located in Playa del Carmen, Holiday Inn Express & Suites - Playa del Carmen has an outdoor swimming pool, fitness centre and free WiFi."
Selina Cancun Downtown,8.4,"وسط مدينة كانكون, كانكون
– اعرض على الخارطة",يقع هذا الفندق في كانكون على بعد أقل من 180 م من محطة ADO للحافلات. وتوفر المعلومات السياحية وغرف الضيوف خدمة الواي فاي المجانية.
Departamento Mamitas,8.4,"Centro, بلايا ديل كارمن
– اعرض على الخارطة",يقع Departamento Mamitas على بعد 400 م من نادي شاطئ Kool وعلى بعد 600 م من مركز التسوق Quinta Alegria ويوفر مكان إقامة في بلايا ديل كارمن مع مسبح في الهواء الطلق.
Embarcadero Maya B&B,9.4,"Centro, بلايا ديل كارمن
– اعرض على الخارطة",يقع Embarcadero Maya B&B في قلب بلايا ديل كارمن، على بعد 100 م فقط من الشارع الخامس النابض بالحياة، ويتمتع بموقع متميز بالقرب من المطاعم والبارات ومراكز التسوق. وتتوفر خدمة الواي فاي المجانية.
Mision Argento Zacatecas,8.1,"Zacatecas Historic Centre, زاكاتيكاس
– اعرض على الخارطة",يقع هذا الفندق في وسط مدينة زاكاتيكاس التاريخي في المكسيك. ويوفر الفندق إطلالات على المدينة وخدمة الواي فاي المجانية، ويضم مطعم في الموقع ومواقف مجانية للسيارات في الموقع.
Hotel Meson del Marques,8.5,"فالادوليد
– اعرض على الخارطة",يقع فندق Mesón del Marqués في منزل مستقل ساحر بجوار منتزه فرانشيسكو كانتون ويتميز بمسبح في الهواء الطلق، وتحيط به الحدائق الجذابة ويوفر مطعماً يقدم قائمة مأكولات انتقائية كما يقدم مواقفاً مجانية.
Crown Paradise Golden,8.3,"Las Glorias-North Hotel Area, بويرتو فايارتا
– اعرض على الخارطة",يقع هذا المنتجع الشامل كليًا على شاطئ البحر، على بُعد لحظات فقط من مركز مدينة بويرتو فالارتا، ويوفر خدمة استثنائية وأماكن إقامة فاخرة، ويتمتع بموقع مثالي لقضاء عطلة مريحة ولا تنسى.
Suites Calle 8,7.9,"Centro, بلايا ديل كارمن
– اعرض على الخارطة",يقع Suites Calle 8 في بلايا ديل كارمن، ويوفر خدمة الواي فاي المجانية ووحدات مجهزة بمطبخ ومنطقة جلوس وشرفة وتلفزيون بشاشة مسطحة.
Hotel Villa Murano,8.1,"بويرتو أريستا
– اعرض على الخارطة",يقع فندق Villa Murano في بويرتو أريستا، ويضم مسبحًا في الهواء الطلق وحديقة وتراسًا. يوفر هذا الفندق ذو الـ 3 نجوم خدمة الواي فاي المجانية وصالة مشتركة وخدمة الغرف. يضم مكان الإقامة ملعبًا للأطفال.
Hotel Ankara,8.5,"سان لويس بوتوسي
– اعرض على الخارطة",يقع فندق Ankara في المنطقة الـ 4 بحي San Luis Potosí’s Lomas على بعد بضع خطوات من مركز بلازا سان لويس للتسوق، ويوفر خدمة الواي فاي المجانية في جميع أنحائه، ويحتوي الفندق على مطعم جولي وبار Kizilay.
غراند أواسيس كانكون - الشاملة كليًا,6.8,"منطقة الفنادق, كانكون
– اعرض على الخارطة",يقع هذا المنتجع الترفيهي الشامل كلياً على شاطئ خاص، ويوفر سبا وملعب للغولف من 9 حفرات وملاعب للتنس ومسبح خارجي يقع وسط حدائق استوائية، كما يبعد مكان الإقامة هذا مسافة 15 كم من وسط كانكون.
Hotel Lagunita,7.9,"يلابا
– اعرض على الخارطة",تقع هذه المجموعة من البنغلات الساحرة من القش على الشاطئ في ييلابا على بعد 30 دقيقة بالقارب من بويرتو فالارتا. وتضم مسبحًا في الهواء الطلق وبارًا شاطئيًا وتوفر مجموعة من خدمات المساج الشخصية.
Salina Sunset Isla Mujeres,9.1,"إيسلا موخيريس
– اعرض على الخارطة",يوفر Salina Sunset Isla Mujeres مكان إقامة مع تراس وخدمة الواي فاي المجانية. تحتوي جميع الوحدات على شرفة ومطبخ صغير مع فرن وميكروويف وحمام خاص. يتوفر فناء مع إطلالات على المسبح في جميع الوحدات.
Isabella Boutique Hotel,8.2,"Centro, بلايا ديل كارمن
– اعرض على الخارطة",يقع Isabella Boutique Hotel في بلايا ديل كارمن على بعد 1.3 كم من محطة حافلات ADO الدولية ويوفر مسبح في الهواء الطلق. ويضم الفندق ذو الـ 3 نجوم حديقة وغرفًا مكيفة مع حمام خاص.
Vamar Vallarta Marina & Beach Resort,7.6,"Marina Puerto Vallarta, بويرتو فايارتا
– اعرض على الخارطة",يتمتع Vamar Vallarta Marina & Beach Resort بموقع مريح في منطقة Marina Vallarta الحصرية. وهو منتجع شامل كلياً، يلبي طلبات الأسر والمجموعات والأزواج من جميع الأعمار.
Fiesta Inn Torreon Galerias,8.4,"توريون
– اعرض على الخارطة",يحتوي هذا الفندق العصري على مسبح في الهواء الطلق وجيم وغرف واسعة مكيفة مع خدمة الواي فاي المجانية، يقع في مركز Galerías Laguna للتسوق على بعد 5 دقائق بالسيارة من مطار Torreón.
Hotel Eloisa,8.2,"Downtown Puerto Vallarta, بويرتو فايارتا
– اعرض على الخارطة","Located in the Romantic Zone of Puerto Vallarta, just steps from Los Muertos Beach and offering breathtaking views of the Banderas Bay, this hotel offers enjoyable facilities and attentive service."
Alexandross Hostel B&B,8.4,"Downtown Puerto Vallarta, بويرتو فايارتا
– اعرض على الخارطة",يقدم Alexandross Hostel B&B مكان إقامة في بويرتو فالارتا وعلى بعد 6 كم من رصيف السفن السياحية وعلى بعد 12 كم من مركز بويرتو فالارتا الدولي للمؤتمرات ويوفر خدمة الواي فاي المجانية وتراس، يتميز مكان...
Hotel Urban,9.0,"Centro de Merida, ميريدا
– اعرض على الخارطة",يتميز فندق Urban بموقع جذاب في سنترو دي ميريدا في ميريدا، ويبعُد 700 م عن كاتدرائية ميريدا، يضم هذا الفندق ذو الـ 5 نجوم مسبحًا في الهواء الطلق. يحتوي الفندق على حديقة ويوفر تراس.
Villa Airport Prestige,8.6,"كانكون
– اعرض على الخارطة",يقع على بعد 5 كم من مطار كانكون الدولي وعلى بعد 9 كم من وسط كانكون ومنطقة الفنادق. يوفر مكان الإقامة مسبح في الهواء الطلق مع مرافق للشواء وكراسي الشاطئ وفناء مع إطلالة على الحديقة.
Sleep Inn Tijuana,8.4,"تيخوانا
– اعرض على الخارطة",يقع Sleep Inn Tijuana في تيخوانا، على بعد 9 كم من مركز تيخوانا الثقافي وعلى بعد 11 كم من سوق El Popo. يقع مكان الإقامة على بعد 6 كم من ملعب Caliente وعلى بعد 10 كم من منتدى قصر Jai Alai القديم.
Holiday Inn Merida,8.1,"Paseo de Montejo, ميريدا
– اعرض على الخارطة",يقع هذا الفندق في الحي المالي في ميريدا وعلى بعد 1.5 كم من كاتدرائية ميريدا.
Hotel Tabasco Rio,8.1,"ريو لاغارتوس
– اعرض على الخارطة",يقع Hotel Tabasco Rio في قلب قرية على طول شواطئ ريو اجارتوس يوكاتان الجميلة ويأتي مكان الإقامة مع القهوة مجانا ومتجر للحرف اليدوية في الموقع وغرف مكيفة الهواء.
Valentina Suites Playa del Carmen,8.6,"Centro, بلايا ديل كارمن
– اعرض على الخارطة",يقع Valentina Suites Playa del Carmen في بلايا ديل كارمن على بعد أقل من 1 كم من محطة ADO الدولية للحافلات ويوفر مكان إقامة مع خدمة الواي فاي المجانية وتكييف والوصول إلى حديقة.
