name,location,rating,description
فندق ديار السلام,"وسط المدينة, المدينة المنورة
– اعرض على الخارطة",,يقع ديار السلام في المدينة المنورة، على بعد 200 متر من المسجد النبوي. تحتوي جميع الغرف على تلفزيون، وتضم جميعها حماماً خاصاً، كما يوفر ديار السلام خدمة الواي فاي المجانية.
الأنصار جولدن توليب,"وسط المدينة, المدينة المنورة
– اعرض على الخارطة",جيد جداً,يقع الأنصار جولدن توليب المصنف 3 نجوم في المدينة المنورة، وعلى بعد دقيقتين سيراً على الأقدام من مسجد النبي محمد (المسجد النبوي)، كما يوفر هذا الفندق الأنيق مواقف خاصة للسيارات مقابل تكلفة إضافية، فيما...
العييري للوحدات السكنية المفروشة - المدبنة المنورة 5,"المدينة المنورة
– اعرض على الخارطة",نقاط التعليقات,تقع العييري للوحدات السكنية المفروشة - المدينة المنورة 5 على بعد 1.8 كم من المسجد النبوي، وتوفر تكييف وشرفة، كما تتوفر خدمة الواي فاي مجانًا.
مسكن الجواد,"المدينة المنورة
– اعرض على الخارطة",جيد,يقع مسكن الجواداد في المدينة المنورة، على بعد 5 كم من المسجد النبوي، ويضم عدداً من وسائل الراحة بما في ذلك تراس وخدمة الواي فاي المجانية.
فندق ام بلاتينيوم,"المدينة المنورة
– اعرض على الخارطة",جيد جداً,يضم M Platinum Hotel صالة مشتركة ويوفر غرف في المدينة المنورة على بعد 2.2 كم من المسجد النبوي، يقع الفندق على بعد حوالي 2.9 كم من مسجد قباء، وعلى بعد 3.1 كم من مقبرة البقيع.
ديار الإتقان,"المدينة المنورة
– اعرض على الخارطة",جيد جداً,تقع شقق ديار الإتقان الفندقية في المدينة المنورة، على بُعد 5 كم من المسجد النبوي، و4.3 كم من مقبرة البقيع، ويوفر مطعم وإطلالة على المدينة وخدمة الواي فاي مجاناً.
فندق واحة طابة,"المدينة
– اعرض على الخارطة",نقاط التعليقات,يقع فندق واحة طابا في المدينة المنورة، وعلى بعد 700 متر من المسجد النبوي، ويوفر غرفاً مكيفة الهواء مزودة بخدمة الواي فاي مجانًا. تضم جميع الغرف تلفزيون.
فندق اودست المدينة,"وسط المدينة, المدينة
– اعرض على الخارطة",نقاط التعليقات,يوفر فندق ادست المدينة مكان إقامة في المدينة المنورة، ويمكن للضيوف الاستمتاع بالمطعم المتوفر في الموقع، كما يتميز فندق ادست المدينة بخدمة الواي فاي مجانًا في جميع أنحاء مكان الإقامة.
ميلينيوم مطار المدينة,"المدينة المنورة
– اعرض على الخارطة",جيد جداً,يقع فندق ميلينيوم مطار المدينة المنورة في المدينة المنورة، على بعد 17 كم من المسجد النبوي، ويضم غرف مع إطلالات على الجبل وخدمة الواي فاي المجانية، كما يضم مكان الإقامة هذا مطعم ويوفر خدمة نقل ذهاباً...
فندق روتانا المسك,"وسط المدينة, المدينة المنورة
– اعرض على الخارطة",نقاط التعليقات,يقع فندق روتانا المسك في المدينة المنورة، على بعد 5 دقائق فقط سيرًا على الأقدام من المسجد النبوي ومقبرة البقيع. ويوفر خدمة الواي فاي مجانًا في المناطق العامة وكذلك مكتب استقبال يعمل على مدار الساعة.
فندق واحة النزيل,"وسط المدينة, المدينة المنورة
– اعرض على الخارطة",نقاط التعليقات,يقع Guest Oasis في المدينة المنورة على بعد 4.3 كم من المسجد النبوي، ويوفر خدمة الواي فاي المجانية وتسجيل الوصول والمغادرة السريع.
Manazeli Al Qiblah,"وسط المدينة, المدينة المنورة
– اعرض على الخارطة",نقاط التعليقات,يقع القبلة منازلي على بعد دقيقة واحدة سيراً على الأقدام من الحرم، يتميز بغرف مزينة بشكل تقليدي مع إطلالة على المدينة، ويوفر خدمة الواي فاي مجانًا في المناطق العامة.
فندق الروضة العقيق,"وسط المدينة, المدينة
– اعرض على الخارطة",نقاط التعليقات,يوفر فندق روضة العقيق مكان إقامة في المدينة المنورة. ويمكن للضيوف الاستمتاع بالمطعم في الموقع. تتميز جميع الغرف في هذا الفندق بتكييف الهواء، وتوفر جهاز تلفزيون بشاشة مسطحة، كما تتوفر غلاية في الغرفة.
فندق روابي الزهرة,"وسط المدينة, مكة المكرمة
– اعرض على الخارطة",جيد,يقع Rawabi Al Zahrah Hotel في وسط المدينة المنورة على بعد 4.1 كم من المسجد النبوي، يقع مكان الإقامة على بعد حوالي 2 كم من البازار القديم وعلى بعد 2.5 كم من مول مازايا وعلى بعد 3.3 كم من مقبرة البقيع.
فندق روضة المختارة,"وسط المدينة, المدينة المنورة
– اعرض على الخارطة",نقاط التعليقات,يقع Rawdhat Al Mukhtara Hotel في المدينة المنورة على بعد 700 م من المسجد النبوي وعلى بعد 2.6 كم من البازار القديم ويوفر غرف مع خدمة الواي فاي مجاناً، يقع مكان الإقامة على بعد 3 كم من مسجد قباء و3.1 كم...
